0165|fucking frames out, couple swazzy ones, couple strikes, couple spares, you know, this and that. Then we're hitting the big fucking karaoke bar, laying down some of the hardest tracks man man's ever seen, you know? And then we're gonna hit the city.
0398|people. And there's a few coming into graveyards like head high, pretty clean offshore. I don't know what was about the fucking wave wind ratios that was kind of misaligned. But I think I'm gonna go for the walkie walk, where I'm to walkie weft walkie whites, because
0373|f**king stent road bang bang f**k sorry intermission cut to music cut to music
0415|I like that a lot and I'm wondering if that can just do the whole with enough prompts just create the whole template for the website so I don't have to draw up in Canva because Canva is a prick.
0401|Upon the observations I'll be using the BW004 equipped with FB1, FCS2, MB, L, L. FB2 is going to be...
0367|normally psyched which is i don't know what's up because like normally on a given day if i've had a fucking stretch done some work gone out got two tubes and banged it a few times with a new fin
0417|The phone line is back up and operational temporarily. It's been an absolute clusterfuck. Quick alignment. Stoked to hear you absolutely bang the fucking fjazzle out of it today. Very stoked for you. Absolutely frothing.
0371|more out of my head I became is fucked but fuck that bullshit I ain't got time for that shit nam shan so today I'm fucking I'm Coney
0365|trailer and then went and surfed Fitzroy offshore few tubes I got a few tubes I got two tubes both backhand banged it a few times then really nice
0403|FBM FB4 is gonna be the FCS2 QRRM Zero Tangos out Oh fucking scared pussies
0359|Um, yeah. Juliet Charlie out! And P.S. when you say out it means you're fucking done so don't send me another one after you say out. Out! J.C. out!
0173|Good morning, Vietnam! Um, Beth, it was chill. You had a good day. You had two chefs.
0167|that one you slimy little weasel also alignment seriously I've done my fucking American visas I'm pretty sure I got that do we still need to look for accommodation in fucking gay place gay town
0198|Mate, can't fucking lie, holy shit, start that surf, flow state, wow, first wave, well first wave was a burger, but second wave, fucking cut back.
0007|Sound effects were pretty enjoyable though. Um, fucking blown his cunt off, eh? Pardon my French. Is that pretty suvely as well?
0013|Beetroot in salad. Do you need to cook it or do you just cut the bitch up?
0205|about life. Also, side note, not really a side note, do you have any things about me having a guest over?
0211|and it's just like Apple to Apple. When online, Tugden and Dim's 500 bucks. Which is just like obviously not it when his is going for it.
0239|fire nose off it's not the target space ace i was like nah that thing's huge let me snap that one up well well good well well good dinner bruv it was sick and now i'm absolutely fried didn't get much sleep last night
0238|Sharks were getting sharks were getting snapper were getting shucks. I got a big fat fudge off shark fudging huge and I was a Fudging need a photo of that and they're like, well, yeah, my that's not what we usually
0210|Benjamin Benjamin Benjamin I went to Ozpost, they don't post anything longer than a meter I messaged the guy, Mr Ben Webb, he says he uses Qantas there for a
0204|You should definitely not spend the whole day programming on your anniversary as well. I can't imagine Nicole would be too impressed with that. Maybe you should go outside together, or eat some food together, like a dinner, and have a conversation.
0012|So, a lineman, short and sweet, the surf was WUBWUUT!
0006|Whatty whatty, woo woo!
0199|right in the source, I was getting lost in the source, I was fucking showering it, bathing myself, lathering that fucking soap, washing my hair, come out the source, fucking big break of the line, right down to the bottom, see the section and just BAM!
0166|turn see what's whiffing around see what's sniffing see what's whiffing and uh and then yeah Saturday probably feel pretty sorry for ourselves and I'm not gonna tell you how I'm feeling Saturday so you don't even get the opportunity to rub it my face and arm all over like I did to you so yeah so I can have a
0172|fucked it and I went and set a shit wave because there was fucking people where it was good and New Zealand's corrupted me to not surfing with people
0358|how it is we just out here vibing and stoked on the old um you know what you're doing with your fucking key clacking that's real cool uh i think you should just invest in it and stop crying over five dollars and being a little tight ass bitch
0364|I bought a new fin for the trailer. Pretty much what I was been looking for. Little bit smaller than the Chipper wheels.
0402|be the FCS2MBLR, FB3 is going to be the FCS2RQRLMFBF
0416|
0370|For Dutch Corralio, I was in a weird ass fucking mood yesterday. Holy shit balls. Especially going into the evening. Further and further into the evening we got the fucking-
0348|at times so um yeah pretty stoked on that actually real stoked not getting fucking trapped here enjoy yourself
0374|Yep, check check check check claim Juliet and Sten road wrecking 9 a.m. Fuckin variable suvelies real strong suvelies variable suvelies To me as well ish a bit junkie Hopefully it's gonna be fucking
0412|I also just submitted $2,500 in flights to and from Perth. I don't know how fucking right that is. Also put a hire car on there to go down to Margaret River for the weekend. And $300 of PPU.
0406|and waves all received. Um, fucking hell man. Rocky rides. Geez. I think I got three sets on the head that closed out the entire bay. And I just sat there that fuck. Surprisingly.
0360|Afternoon alignment. Feeling pretty strange actually. Um, not physically. But had a fucking.
0176|I'll check and I'll send you a text.
0162|as well. A few sweaty Wiley's, a few fucking frames and that this and that. Tomorrow morning probably try to go for a little grovel. I spent the last fucking two days, spent an hour and 15 minutes driving up and down the same fucking 10 kilometer coast looking for waves.
0189|you somehow. Maybe I could with difficulty, but I could and then you could have it. And it's FCS2 but I've got some FCS2s that I don't use that you could have as well. So
0002|Rwy'n hapus i'r dydd, ond os ydych chi'n credu bod yn dda i'w wneud y ddiweddau ym Mhond, felly rwy'n mynd i ddod i weithio'ch gwaith yn ym mhob, lle byddwn i'n mynd i'r ffyrdd i'r Galdi, ac yna efallai, efallai, efallai, ym mhob.
0016|venison, fucking bleeding, still deer in or whatever they are soft-boiled egg, rocket, spinach, raw obviously, avocado, mature cheddar
0228|Oh, that's my board. But, so that's a good chest high. To bring you guys out. Light off shores by light, I mean, fucking hell, and it's cunt off. But there's a few bangable ones out there, I reckon. I think I'm about to absolute fucking.
0200|Bang! Fucking knife through the heart. It was like just two fingers gouging straight into fucking eyeballs. No cranium. Pure fucking eye. BOOSH! And then fucking come down and I'm like, fuck me! Holy shit. And then got flogged in the-
0214|Oh, yeah, the boys were fucking last night bow up top, baby
0215|Also, fuck the man looking sexy today. Shit, I'm just driving. But yesterday was the first day in like, I can't remember when the last time.
0201|inside and then turn around and there's another wave and I was like holy fuck I feel shallow and was pretty scared and then got a fuck I was putting them up there you know I mean bang it was so fun also really fucking hard to position
0229|Just fucking bang him like last time, you know? Get that fucking hip open in. Bang 12 o'clock. Bang 12 o'clock. And then I looked at flights, that flight to Brizzy got, um, but...
0017|finely sliced, some walnuts and then some potatoes, part boiled and then fried off in some coconut oil with onions and then some garlic butter in there. Obviously based the shit out of the venison skewer.
0003|Small courteous favour on top of the million other favours you've already done me in my life meeting me in the Gold Coast, you know, we could go for a smoothie bowl or Get our nails done. Surf. I mean we'd go for a surf
0188|9 16th so I want to say like a roundtail JS forget me not to in perf which could be a fucking pretty sick step up for you And I could get that to you
0163|because we just don't go anywhere over the fuck we turn up because piss me off tomorrow morning I'm turning up I'm not even looking at my website again can't be arsed, paddle around, go around for that long and then tomorrow night
0177|The phone line is back up and operational temporarily. It's been an absolute clusterfuck. Quick alignment. Stoked to hear you absolutely bang the fucking fjazzle out of it today. Very stoked for you. Absolutely frothing.
0407|not a single cell padded out. A lot of chop in the face and I did two wraps which were the exact turn I wanted to go out and do so I was pretty stoked
0361|productive morning you know I was up stretching by six locked into the grind half six you know caffeinated, nickinated, fire on banging out
0375|a woofin and there's gonna be no one out so I'm gonna hit that 9 a.m. after some work and then I've got some venison steaks for myself how about that call me a fucking hunter because I'm about to fuck some bitches uh Clayton Juliet
0413|and a grand and a half on a laptop and $200 on washing and $250 on station room. So yeah, it's coming up trumps I reckon.
0349|Yeah, yeah, yeah, yeah, yeah, yeah, yeah, buddy! Yeah, buddy, light weight, baby! Light weight, baby! Fucking... Juliette Charlie in! Checking in, check, check, check, check, one, two, one, two.
0363|Um, then went to Kathmandu, got my brother a jacket, so he's gonna join the club. And then I went to Crystal, whatever the fuck it's called, where Sydney works. Howdy.
0405|Charlie Juliet, Charlie Juliet, Bravo Windfly, Bravo Windfly, Windfly, fucking right that one, fucking good on you. Kudos. Thanks for the status update on the weather, wind.
0411|I actually wanted to do, what I actually wanted to do was just update you on the fact I've just submitted my tax checklist to my accountant, my accountant man's thing is gonna do is ting and dat, man man, yeah.
0377|Charlie Juliet, Charlie Juliet, Bravo Wimel, Bravo Wimel, all received. You've had a nice mobility stretch this morning. You are caffeinated.
0388|precipitation per hour with periods of intense rainfall frequented throughout the day. Comedially speaking we have a mean wave direction heading of around
0149|Fuck me! I don't know why your dad was shitting on it so much, it was actually well fun. It was like overhead and then you could do like, have like this inside kind of bowl-y section and you could fucking wrap it and like, I was fucking, so many ways.
0161|and three dogs. It's our second brother's birthday today so the boys are going to be coming around, should be about six, seven of us. Playing some pool, drinking some beers, low carb beers only, 87 calories per bottle.
0175|still available no don't do it don't do it oh my god don't do it stop um uh yeah i land uh
0029|like wow I'll actually fucking in disbelief how quickly I've just managed to fucking do that work
0015|I'm not shouting it, but I'm human, so I put it in the bin. Or the compost, actually, for some worms to enjoy. Maybe worms like the beetroot. Venison, Charlie Juliet approved, though. Just had a banging salad. I'm talking...
0001|There's actually the exact same flight but arriving Sunday morning instead of Monday morning. So I don't know, it's up to you if you want to...
0217|I didn't realize how fucking bad it was but like I ran out of gum and snus and I'm not gonna buy anymore but like I'd have a ciggy and like as soon as I fucking I put it out I'm like fuck.
0203|Of the air and the fucking humidity kind of made it like that thing and over time just like it just kind of thing that You know what I mean?
0202|The old titty mountains all covered up in clouds so I couldn't line myself up with it. And then the thing did that thing and the thing was kind of thinging around and the kind of pressure.
0216|It must be months that I didn't have any Niki gum or snus. And fuck me, I am so fucking addicted to nicotine. It's insane.
0014|I'm raw, raw beach on a goody. I know like you. I don't know if you meant to eat it like that, but I cut some up and I had a fucking Nibbzki, little rabbit. Nyeh meh meh meh meh meh meh. Um, if I was a rabbit, I would have spat it out.
0028|Fuck that noise. That sounds like such a headache. In other news, holy fucking shit. I love CLI.
0174|here to fill English breakfast. We made steak tacos. We played some pool, had a few swirls. Pretty chill, pretty mellow. Tonight's gonna get absolutely head kicked through the fucking door. Absolutely swanked on bunk, off the top row.
0160|But yeah, a bit more of an alignment I guess. So obviously you know, man's always landing on his feet and that. So I got here and mate went away, we're standing in the gas. So I got his car and his room.
0148|Ended up um, drop your rents off and then went and surfed To the right of the groin at low tide, I don't know what white ease What's something I don't know? I don't know what's good
0389|225 degrees with a average wind heading of 175 degrees given a relative angle of 90.
0410|please in terms of job application interview.
0376|out. We'll probably pre-align, align after post-align morning alignment for the mid-morning alignment but pre-mid morning because it'll be pre-surf alignment.
0362|Left right center emails boop boop like an AK Midday some leftover curry I made last night real nice Snapper curry fresh snapper was good. Yummy. Yum. Yum. Yum
0404|Welcome to the chain. Whee!
0305|there you could argue.
0311|Hey mate, um, pre-alignment, alignment, pre-alignment, claying in, claying in, check, check, check, heading down the coast, down the coast, had a super fucking unproductive morning, fuck yeah, productivity through the floor, it's-
0339|on that side of Australia and this could be a good opportunity to get it close and that would work around something like me taking obviously I take a board bag with my boards and then
0107|And they didn't say anything, didn't ask anything, which I was quite surprised about. So that's pretty jokes. And then now I'm heading down the coast with Corbin. We're not with him, he's not in the car.
0113|Now it's 8am, I'm going home to realign my chakras, I'm going to yoga for stiff people and then hitting down the coast. SW trying to convince me to surf back beach with her. Fuck that! I want to surf some fucking proper waves. So I headed.
0073|And then I was like, yeah, why she has that? And then I did. And then Sydney was I'm not really sure. But apparently he's just speaking about shit. And when we said for
0067|I'm fucking sucking them nipples. We're about to make some business. Business is booming. And that's, you know, real excited to hear that you're gonna go surfing because I'm on my way to surf number seven of the week. Oh yeah.
0098|like a sweet spot. So the sweet spot of the back foot was changing on the turn type, always changing the turn type because that finish was a bit looser, which is really interesting. And then I put it up there on an inside and last section back in.
0271|Um, Nicole crochet hobby. Fuck yeah. We're getting some my brother. Stoked for you. Um, does does Sydney hunt? Put it this way.
0265|Um, fudger, stoked that you had a sick one of Talos. I'm a little bit jealous because I went to Sten Road this morning and I fucking bitched it. It was that cold. It was like waist high, pretty sm-
0259|enjoy each other's company and have a good time and hang out and hang out the back of it simultaneously so I would say neither although probably more I know I wouldn't say exploit I was gonna say more leaning towards exploring
0258|Yeah, Maricopa. It might be, could be on. Seems like a pretty sick spot and falling in love or exploiting. Very black and white there Benjamin. Can two people not just
0264|So yeah, that's still an option, I can always do that. So, I'll keep the post. Pun, mine, pun, intentional. Whoa!
0270|But yeah, what about the doobba?
0099|and put it up there. I was like pretty stoked in that favorite time of the surf.
0066|tangible output of what we've done so far. You may be slightly disappointed, but we don't have a GM. And as you just said, you the back end with fucking Claude, me and Gemini fucking slapping the tits out the front end. You clapping them cheeks.
0072|on the road with work and whatever and then apparently Ari asked Sydney if you Ben had broken up with your girlfriend yet
0112|on some Mendy with BJ. However JC was hanging at the back of it last night with SW so yeah. Fuck yeah!
0106|I said I went up the coast last weekend with a mate and then they were like, oh where did you stay? At their parents place. I was like, oh yeah. Then I stayed at her grandparents with the grandad.
0338|we have an alignment meeting regarding surfboards because I have a little sniff from based off a meeting with my director yesterday that I very well may be moving to Perth in February and at some point I'd like my taco grind
0310|and got a 10 snapper and a couple other things sick yeah and then waves are pumping next week so well tuesday at least so yeah fucking buzzing
0304|Also still no snus, still no chewing gum. Just raw dogging the rollies baby, feeling good about it. Although I'm fucking raw dogging rollies man, yoish. But yeah, making um, making
0312|Monday, you know how we roll. Meant to wake up at five, get some stretching in, in the office by six, six to nine, three hours, bang done, reality check. Fuck him, probably actually only done about 15 minutes of work. Fuck him! Down the coast.
0306|Yep, Clayton in. Wow. Throffing, stoked, buzzing. Vibed out for you there, bro. Wow, best fucking
0110|J.C. in, J.C. in. BJ are you there? BJ are you there? Are you alive BJ? J.C. concerned about BJ's...
0104|Last night, I'm feeling pretty drained in every sense of the word. Got up, lit the fire, stroked with Adrian, did a hip mobility one. Pretty good actually. Pretty good. Did a couple pauses.
0138|moldy capsicum, or like a soft kumara or whatever they're called or like a sprouting onion useless pass your sale by day
0064|But I'll say I use some kind of AI to help me with the process. And fucking Sandy, she's about to get her cheeks clapped. Fuck that bitch, man.
0070|What am I saying? Yeah, so I was fucking hanging out with, hanging out with Sydney. I was hanging out with Sydney last night and then yawning and that and then she
0058|time as I would have spent me coding it myself actually understanding what the fucking code is doing such that when when I get questions I know where shit is and that kind of thing but I've got a pretty good understanding of it I'd say already
0266|Super clean no one out a couple little waves, but it was almost too small because it's like breaking on some little rock but For Dutch Corralio, it was like I swear those eyes on the road is frosty. So the reward was not worth it
0272|You go into her bedroom and she has the skull of a deer, horns and all, or antlers, I don't know what the fuck they are, right above her bed on the headboard up there. So based on that, if I-
0299|And as about said, I don't have any time, but it's fucking that's just not true Benjamin I'm just not prioritizing it and I need to hold myself accountable for that So maybe when I'm back from next week, I'm gonna make a priority, you know sift through And get all the pictures that are on my
0298|doing any clicksting and it's really annoying because I want to post more Instagrams but I need to do like I need to go through my scans on my laptop to actually get some more from SA to post before I start posting about other stuff.
0273|If I was a bedding man, I would place a lot of money on the fact she does hunt. Yeah. But I don't know, I think she goes with someone else. Like she doesn't just fucking off, off she pops into the woods.
0267|So I drove home. But yeah. Blame the tools. Fuck yeah blame the tools. I agree with that 100%. Why do you think I have false earth boards? It's not me. It's the fucking boards. So I keep-
0059|I just need to get a better, broaden my context window in terms of how the functions are being called into one another because that's pretty alien to me and that's why I was, you know, that's why the AI really helped out a lot.
0071|He said that, so Ari and Talia, their other mate, they had dinner together on like Monday or Tuesday night or whatever. And then, because Ari had been away.
0065|I think we've made significant progress for sure. Don't get me wrong. But I feel like if we had a GM and he was reviewing, you know...
0139|You're like a fucking... bit of... bit of firewood that's been left out in the rain. Just soggy and wet. And useless. No one wants you anymore. You're just gonna go back in the ground, and the worms will have you. You can make worm friends.
0105|Out of coffee, was on the blow to rinse for half hour, 40 minutes, good alignment there. First alignment in a fair while. Was telling about my fishing.
0111|on the gear again because BJ no normally do this and BJ do this second time in the last two months very interesting um JC quite jealous JC would love to be absolutely off someone's absolute
0307|bang you've done that's a claim and a half um maricopa fucking unreal place sick time when surfed on the way up yesterday little waist high where do you
0313|Westerlies forecasted onshore onshore back to my roots. This is where jersey men shine We love onshore onshore is what we live for Hopefully it's gonna be about a head high overhead couple onshore just some absolute
0317|Waves were misaligned. Rocks, a lot of rocks at Stent, Stent Wright, more rocks than I've ever encountered before. Very strangely breaking. Couldn't really sit on the inner thing because of the thing with that...
0303|like graphics and fun stuff and I don't want fun I want practical so we'll see how we go with that
0129|Evel was the first time I told her about it. And now she's fucking grinning ear to ear because I just picked her up some premium, premium good goods. Isn't that right Sydney? Yeah. Yeah? Yeah, that's what I thought. I'll give you a buzz tomorrow.
0115|Uh oh!
0101|but don't really know why or why not, but that's just what it is. And that is a very interesting business idea. And if I was gonna go into business with someone, it would be you. And I'd be keen to explore possibilities on how we could operate.
0049|And fuck she probably actually build the website And actually fucking just do it But yeah Fucking shit happens shit takes time and you know, that's okay because this is
0061|Fuck it. And because it's all on the CTR, so what I bill my time to is on, essentially, business development. So they didn't fucking check the hours on that shit.
0075|But I don't know what you're telling her. Or if what you're telling her has been misconstrued. Probably about fucking the hobbies.
0263|I'm gonna get myself out of it. I'm gonna rip the f*** out of it. But then whatever, you know, I could just have my twin days. I've got so many stuff, what do you think you're doing, Doug? Yeah, so many. So I'm losing my f***ing marbles.
0277|She's also got fucking like possum pillows, like a couple possum fur pillows, and maybe a possum fur blanket, which I was like, that's, I don't know, she kind of choked on me, she's like, that's possum fur, and I was like, whoa, I don't know.
0288|Goats Peak and then I'm gonna go do some work now. But yeah, strange afternoon. Probably because I'm self in like two days as well. I reckon that's something to do with it.
0289|Yeah, I don't know it was a fucking weird one though because when I got my last paycheck I was like fuck yeah, and looked at my savings. I fuck yeah, I got fucking cash. I'm sorted like my scone after in that and Then I don't know
0276|Yeah, I mean, if you think the dead animal watching is weird, fucking you should have seen the cat. If you go like a little kitten and that fucker was just, you know, again, all the tips and tricks. Um, yeah.
0262|And then there's obviously just still the option of me just bringing it to endo and then whatever Which is yeah fine obviously the subby here, but it's a bit annoying because I was just getting myself psyched to self-destruct
0074|he left together or something. So I don't know if she's got the wrong end of the stick or what but um yeah I thought I was pretty curious because I thought he was pretty good.
0060|So once I get my head around that I should be able to answer the questions. And I've, you know, yeah. And with the wireframe, you know, that's just fun. You know, just a little fucking side quest on a side quest. They didn't answer that shit. I was just like...
0048|coming across new tools, new things to learn about and new areas to improve our development games which is the most important part. Woo woo!
0100|That's nice to hear you spoke to Blazer B. I haven't spoken to my parents since last Tuesday. And not like Tuesday this week, I mean like the Tuesday before I went to Maricopa. Like fucking ages ago.
0114|down the coast after yoga, gonna be mobile, gonna be fucking aligned with myself, gonna be frothy. Nah, I haven't asked to do that about the fins, I haven't looked, I will though. But check check one two out out out out.
0128|It's local isn't it? It doesn't actually matter. Yeah, probably not on the buzzer tonight. But I've just been acquiring some major accusations from Wallys. Sydney was giving me all...
0302|And yeah, I don't know canva it really ain't tickling my pickle not gonna lie to you. It's a bit There's too much like thousand whistles and too much AI shit and too much
0316|Hey mate, f***ing mid afternoon alignment. Yeah, probably a bit too frothed this morning. Yeah, tricky. Let's call it tricky. Tide was low.
0328|see you back in afterwards. Charlie Julia out.
0300|my computer ready for little posty boasties and you know use canvas make a web wireframe kind of shit and actually I was using Canva to make a kind of wireframe flowchart
0314|Park off sections. So we're real alone. Once I'm out of the waves, I've absolutely ripped the bag out of it. We're feeling pumped. We're feeling jammed. We're feeling motivated. Check, check one, two, one, two in the business.
0102|this with the huge caveat that I know fuck all about it but I can speak I reckon sometimes but that could be interesting very interesting indeed
0116|Benjamin, Benjamin January, this is Jay. Just surfed back beach, super small, another tick for the butternose. But I've pretty much been the entire surf.
0076|Not that it matters in any way shape or form anyway. But yeah, I don't know. Interesting.
0062|it's not like we can go budget there's no budget on it so the plan of action from now is to make it all look pretty get me to understand it and then having
0089|Thank you.
0248|heard it's about two but for $277 you'd be able to buy yourself a fucking board you know what I mean so yabba dabba doo
0274|with a gun and comes back with a dare. I think it's like some other people do it with her and she doesn't have a gun, I think. But hopefully some fishing, some surfing and a hunting would be sick.
0260|But I'm not exploiting it all. Um, I feel like I'm being very, very uh, considerate to everything. And fuck yeah I'll go Maricopa, seems like a sick ass spot.
0261|Gosh. Gonna win this competition. Camping.
0275|So yeah, fucking pads to the people, fuck the vegans. Woo woo!
0249|Well that just sounds like a marvellous day doesn't it? I'm unequivocally stoked for you and that is inspiring that you've warmed up your hip flexes. It was the cur-
0088|God, that poke your eye out. Wow. That's unfortunate for him. Yeah, five tangos out of graveyards, pretty small, blowing his tits off. I doubt there'd be anyone at Rocky Road, so I might go check that.
0063|meeting with the software developer guy and the other, and Nick, who you met, to talk him through what I've done. And I'm an open book. I'll tell him I use fucking AI for it. I don't know if I'll say Gemini because I don't want to give them the upper hand, you know?
0077|yeah alignment with a silver Fox will is complete or silver Fox wind flow I'm gonna go check the K patch he reckons it could be
0117|thinking of crystal bit, crystal box, crystal fucking wire, whatever, and the possibilities of it. And I was chatting to Steve at yoga this morning and then he got me thinking about...
0103|Yeah, fucking roger that Tango, roger that. Don't spend your whole weekend clacking away, get outside, do some of Nicole. Mid-morning alignment, AM. Had a pretty good sleep.
0315|Thanks for watching!
0301|this analysis method analysis we have to do that I'm translating from octa to Python because I was getting confused about it and I was getting so lost so I thought you know what I'm gonna map this out I'm gonna make it nice and visual I'm a visual learner
0329|Post surf alignment. Wow. Fuck. That was uh that was something I'll tell you that for free. Yoy. Big junkie. There was literally like waves on the way.
0324|you
0330|and half the time I didn't even know what wave I was surfing. Managed a couple wraps bang on the last one I was fucking thank praise the Lord I'm getting out kind of thing. I was getting dark as well no idea where to sit
0318|kind of system above pushing the peaks kind of in towards that kind of area subsequently had to kind of fang a little bit wider meaning the wave shape was
0126|Might be a walking home in this, right?
0132|You're cracking me up there buddy. I'm fucking so keen for Sydney. Actual northern beaches of Sydney. Fucking frothing to hang out with the boys.
0052|crucially important task to generate a analysis flowchart of the work I've been doing and to do that how am I doing that?
0046|If you looked at it from when we very first started to now, in terms of actual progress, arguably one could potentially say...
0091|but fuck they're a bit like just a frame in not much like actual frame beyond the a but yeah that's fun fucking cold though yeah like in like an hour and a half maybe if you're still
0085|with the cup now is negative double triple A's absolutely fucking blowing blowing off the mountain harder than a Japanese samurai slices of bamboo.
0250|who was and I'm sure you did put it up there put yourself down like that put it up brother jealous yourself and tell us what a wave man geez and and then then then then
0244|$680 Convenient whatever the fuck that means 659 and Coming in hot with economical at a whopping
0278|It was weird now. But primal, I guess. Kind of primal. You got to try new things. You got to put yourself out there.
0293|You know, I'm trying to set up in whatever she's telling me to do and next minute she's moved on to the next one so Yeah, I don't know how I feel about that. I did mobility one. I don't really feel that much. I don't know I'm not like full full mobile. I thought I'd be more
0287|24 hours this week and tomorrow I'm taking a mental health day because we're going to Maricopa. So then I started like getting weird anxiety over something that I know I shouldn't worry about and it was real strange and then I went and f***ing stomped the s*** out of it.
0286|get out until I went on the hike. It was really strange. I think I was weirdly, I was stressing about cash even though I've got more than enough already. So I'm only, I've only done like, um, fuck like
0292|because money comes money goes brother so that was kind of fun and then did some yoga this morning yoga of Adrian online mobility class I'm not really liking this chick I'm not gonna lie I find she moves a bit too quick for me
0279|And about your job. I reckon, I don't know, I reckon you're getting yourself worked up over something that you don't need to get yourself worked up over.
0245|trying to fucking fix this car or figure out this car. Drive you silly fucking car. $277. So yeah, there's a few other options.
0251|was the crew it was skipper Steve and I think Hayden I don't know I think his name was Hayden so you know they knew what they they knew what they were doing and yeah piping the piping is a terrible word Ben
0084|still blown it's absolute fudging tweed off absolute harry swede blown off absolute blown it's bloody tits off absolute was a size
0090|I do, I do, I do, I do. But man's got business to doing that, you know what I'm saying? Just got out of the surf at the groin. Fucking pretty peaky. Those are wet.
0047|There hasn't been a great deal in the last six months potentially, or wherever it's been. However, to me, there's been a fucking huge progress and we keep
0053|What I've done is I've given Gemini CLI a prompt to go into my function and just search everything and generate the prompts for me to copy and paste into another
0133|and I'm pretty content with my time in the Naki coming to an end. I've had a great time and that's all I can ask for. So you're wrong, Mr. fucking...
0127|Now Sydney's whipping up, stay, Chibatties. Yeah, fair enough. Put my report in there.
0319|kind of doing a weird thing on that kind of plane. However, I did wrap a few around pretty solidly on the rail.
0331|coming left right and center real misaligned but yeah for often had a good time I had a real good time people over here don't understand fool me I swear because I'm getting blinded by the lights on this whole drive back which have been pretty
0325|Check, check, check in. This is Charlie Juliet. Charlie Juliet, Region 4, Bravo.
0333|What the um, what's that all about? And it's definitely not Guernsey cows. Guernsey cows, they ain't worth the grass they fucking eat. Uses pieces of shit. Reckon they got Guernsey dairy. They're just fucking copycats. Whatever we do they-
0327|Fuck we're frothing. We are so out there, solo sesh. There's no one in the entire pay or a road, or wherever it's fucking called. We are frothing. We are out there. I'll see you.
0131|Okay, I just want you to know that. One does have fun in the evenings, but nothing in this life is free, Ben, including fun.
0125|Your parents know like me they know pick up and then just went to the garage brings out a battery pack jumper thingy did absolutely fuck all
0119|look like or how it would operate but something like say they're offshore and they can't remember what the operational conditions so how big the sea can be for like an ROV they could just open up crystal bit
0045|Yeah and what I also think is really cool and what I'm really enjoying is that like every couple of weeks something happens with Clixed and even though like
0051|So this morning, I've um, I've self-assigned my ta- my s- uh, what? I've self-assigned myself, I've assigned myself the very, very-
0079|Well, good or not, you've got me absolutely frothing to go surf again. You know, the froth levels kind of dipped this morning temporarily. Can confirm after spending five hours on shit that I didn't need.
0086|dick and a half. It's blowing so hard that if one were to step outside of one's vehicle, one would potentially end up in Australia. It is blowing so hard that I believe
0092|about I became for a alignment Co
0247|you know you could buy I mean I was just gonna pay for shipping anyway but in my head I was gonna rock up and if it was less than two then you know I was just gonna I was gonna do it kind of thing you know my cap was two and as you just
0253|
